"",".rownames","X1","X2","X3","X4","X5"
"1661","climbs",0,1,0,0,0
"1662","cloak",0,1,0,0,0
"1663","clock",0,1,0,0,0
"1664","clout",0,1,0,0,0
"1665","coil",0,1,0,0,0
"1666","combine",0,1,0,0,0
"1667","combined",0,1,0,0,0
"1668","commend",0,3,2,0,0
"1669","company",0,1,5,0,0
"1670","complain",0,1,0,0,0
"1671","compliment",0,1,0,0,0
"1672","compliments",0,1,0,0,0
"1673","conceit",0,1,0,1,0
"1674","conceive",0,1,0,0,0
"1675","confess",0,1,0,2,0
"1676","confession",0,1,1,1,0
"1677","confessor",0,1,1,0,0
"1678","confidence",0,1,0,0,0
"1679","confounds",0,1,0,0,0
"1680","conjure",0,4,0,0,0
"1681","conjured",0,1,0,0,0
"1682","considering",0,1,0,0,0
"1683","consorted",0,1,0,0,0
"1684","constrains",0,1,0,0,0
"1685","consume",0,1,0,0,0
"1686","contract",0,1,0,0,0
"1687","convoy",0,1,0,0,0
"1688","cophetua",0,1,0,0,0
"1689","cords",0,1,5,0,0
"1690","couch",0,1,0,0,0
"1691","counterfeit",0,2,0,0,0
"1692","countervail",0,1,0,0,0
"1693","courageous",0,1,0,0,0
"1694","courteous",0,2,1,0,0
"1695","courtesy",0,3,0,0,0
"1696","courtsy",0,1,0,0,0
"1697","crave",0,1,0,0,0
"1698","cry",0,2,0,1,1
"1699","cunning",0,1,0,1,0
"1700","dank",0,1,0,0,0
"1701","dared",0,1,0,0,0
"1702","darkness",0,1,0,0,0
"1703","deal",0,2,0,0,0
"1704","dealing",0,1,0,0,0
"1705","deathbed",0,1,0,0,0
"1706","deceived",0,1,0,0,1
"1707","deliciousness",0,1,0,0,0
"1708","delights",0,1,1,0,0
"1709","demesnes",0,1,1,0,0
"1710","den",0,2,1,0,0
"1711","depth",0,1,0,0,0
"1712","desire",0,2,0,0,0
"1713","desirest",0,1,0,0,0
"1714","devil",0,1,2,0,0
"1715","devise",0,1,1,0,1
"1716","dial",0,1,0,0,0
"1717","dido",0,1,0,0,0
"1718","didst",0,2,4,0,0
"1719","dignified",0,1,0,0,0
"1720","dined",0,1,0,0,0
"1721","dinner",0,2,0,1,0
"1722","direction",0,1,0,0,0
"1723","discourses",0,1,1,0,0
"1724","discovered",0,1,0,0,0
"1725","dislike",0,1,0,0,0
"1726","distance",0,1,0,0,0
"1727","distemperature",0,1,0,0,0
"1728","distemperd",0,1,0,0,0
"1729","divers",0,1,0,0,0
"1730","doff",0,1,0,0,0
"1731","dogs",0,1,0,0,0
"1732","doting",0,1,1,0,0
"1733","double",0,1,0,0,0
"1734","doves",0,1,0,0,0
"1735","dowdy",0,1,0,0,0
"1736","dried",0,1,0,0,0
"1737","drift",0,1,0,1,0
"1738","drivelling",0,1,0,0,0
"1739","driving",0,1,0,0,0
"1740","drudge",0,1,0,0,0
"1741","drunk",0,1,1,0,1
"1742","drunkard",0,1,0,0,0
"1743","dry",0,1,2,1,0
"1744","duellist",0,2,0,0,0
"1745","dwell",0,2,1,0,0
"1746","each",0,1,0,1,0
"1747","earliness",0,1,0,0,0
"1748","ease",0,1,0,4,0
"1749","eastern",0,1,0,0,0
"1750","eats",0,1,0,0,0
"1751","echo",0,1,0,0,0
"1752","ell",0,1,0,0,0
"1753","encamp",0,1,0,0,0
"1754","ended",0,1,1,0,0
"1755","ends",0,1,0,0,0
"1756","enmity",0,1,0,0,1
"1757","entreat",0,1,0,1,0
"1758","everlasting",0,1,0,0,1
"1759","excels",0,1,1,0,0
"1760","excess",0,1,0,0,0
"1761","exchange",0,3,0,0,0
"1762","exposition",0,1,0,0,0
"1763","extreme",0,1,0,0,0
"1764","extremities",0,1,0,0,0
"1765","fail",0,1,1,0,0
"1766","fain",0,4,1,0,0
"1767","faint",0,1,1,1,0
"1768","fairest",0,1,0,0,0
"1769","fairly",0,1,1,0,0
"1770","faithful",0,1,0,0,2
"1771","faithfully",0,1,0,0,0
"1772","falconers",0,1,0,0,0
"1773","false",0,1,1,0,0
"1774","fan",0,2,0,0,0
"1775","fans",0,1,0,0,0
"1776","fantasticoes",0,1,0,0,0
"1777","farthest",0,1,0,0,0
"1778","fashionmongers",0,1,0,0,0
"1779","faster",0,1,0,0,0
"1780","fathers",0,4,0,0,0
"1781","fault",0,1,2,0,1
"1782","feasting",0,1,0,0,1
"1783","feign",0,1,0,0,0
"1784","fie",0,1,4,1,0
"1785","fieldbed",0,1,0,0,0
"1786","fights",0,1,1,0,0
"1787","finds",0,1,0,0,1
"1788","fishified",0,1,0,0,0
"1789","flatteringsweet",0,1,0,0,0
"1790","flecked",0,1,0,0,0
"1791","flies",0,1,2,0,0
"1792","flint",0,1,0,0,0
"1793","flirtgills",0,1,0,0,0
"1794","flowed",0,1,0,0,0
"1795","flowered",0,1,0,0,0
"1796","flowers",0,1,0,1,4
"1797","folks",0,1,0,0,0
"1798","fond",0,1,1,1,0
"1799","forehead",0,1,0,0,0
"1800","forgetting",0,1,0,0,0
"1801","forgot",0,2,0,0,0
"1802","form",0,2,2,0,1
"1803","forsaken",0,1,0,0,0
"1804","fortunes",0,1,2,0,0
"1805","forward",0,1,0,0,1
"1806","found",0,3,1,0,2
"1807","foundst",0,1,0,0,0
"1808","francis",0,1,0,0,1
"1809","frank",0,1,0,0,0
"1810","french",0,2,0,0,0
"1811","friar",0,20,22,21,34
"1812","frowning",0,1,0,0,0
"1813","fruit",0,1,0,0,0
"1814","fruittree",0,1,0,0,0
"1815","full",0,2,1,3,4
"1816","gapes",0,1,0,0,0
"1817","gate",0,1,0,0,0
"1818","gave",0,2,0,1,1
"1819","gaze",0,1,2,0,0
"1820","gear",0,1,0,0,1
"1821","gentlemanlike",0,1,0,0,0
"1822","gentlewoman",0,4,0,0,0
"1823","ghostly",0,3,1,0,0
"1824","gipsy",0,1,0,0,0
"1825","glide",0,1,0,0,0
"1826","glorious",0,1,0,0,0
"1827","glove",0,1,0,0,0
"1828","gods",0,1,2,0,0
"1829","goodly",0,1,0,0,0
"1830","goose",0,6,0,0,0
"1831","gossamer",0,1,0,0,0
"1832","gossip",0,1,0,0,0
"1833","got",0,1,1,1,0
"1834","gracious",0,1,0,0,0
"1835","green",0,1,1,1,1
"1836","grey",0,1,1,0,0
"1837","greyeyed",0,1,0,0,0
"1838","groand",0,1,0,0,0
"1839","groaning",0,1,0,0,0
"1840","groans",0,1,1,0,0
"1841","gross",0,1,0,0,0
"1842","gyves",0,1,0,0,0
"1843","hai",0,1,0,0,0
"1844","hair",0,1,3,0,0
"1845","half",0,2,1,0,1
"1846","hams",0,1,0,0,0
"1847","handsome",0,1,0,0,0
"1848","hap",0,1,1,0,0
"1849","happiness",0,1,1,0,0
"1850","hardhearted",0,1,0,0,0
"1851","hare",0,5,0,0,0
"1852","hark",0,1,3,0,0
"1853","harlots",0,1,0,0,0
"1854","haste",0,2,5,7,0
"1855","hateful",0,1,1,2,0
"1856","hatred",0,1,0,0,0
"1857","havior",0,1,0,0,0
"1858","heapd",0,1,0,0,0
"1859","heareth",0,1,0,0,0
"1860","heavens",0,1,0,2,1
"1861","held",0,1,1,0,0
"1862","helen",0,1,0,0,0
"1863","help",0,2,1,13,2
"1864","henceforth",0,1,1,0,0
"1865","henceforward",0,1,0,1,0
"1866","heralds",0,1,0,0,0
"1867","herbs",0,2,0,0,0
"1868","hero",0,1,0,0,0
"1869","herring",0,1,0,0,0
"1870","hid",0,1,2,0,0
"1871","hie",0,4,3,1,0
"1872","high",0,4,2,2,0
"1873","highmost",0,1,0,0,0
"1874","hildings",0,1,0,0,0
"1875","hill",0,1,0,0,0
"1876","hills",0,1,0,0,0
"1877","hist",0,2,0,0,0
"1878","hoar",0,4,0,0,0
"1879","hoars",0,1,0,0,0
"1880","hoarse",0,2,0,0,0
"1881","hole",0,1,0,0,0
"1882","homely",0,1,0,0,0
"1883","honey",0,2,0,0,1
"1884","hooks",0,1,0,0,0
"1885","hop",0,1,0,0,0
"1886","humorous",0,1,0,0,0
"1887","humours",0,1,0,0,0
"1888","hundred",0,1,1,1,0
"1889","husband",0,1,9,0,2
"1890","idles",0,1,0,0,0
"1891","idolatry",0,1,0,0,0
"1892","imagined",0,1,0,0,0
"1893","immortal",0,1,1,0,1
"1894","impute",0,1,0,0,0
"1895","inch",0,1,0,0,0
"1896","incorporate",0,1,0,0,0
"1897","indite",0,1,0,0,0
"1898","infant",0,1,0,0,0
"1899","infinite",0,1,0,0,0
"1900","inquire",0,2,0,0,0
"1901","intercession",0,1,0,0,0
"1902","invocation",0,1,0,0,0
"1903","itself",0,1,1,2,2
"1904","jacks",0,1,0,0,0
"1905","jaunt",0,1,0,0,0
"1906","jaunting",0,1,0,0,0
"1907","jests",0,1,0,0,0
"1908","jesu",0,3,0,0,0
"1909","jour",0,1,0,0,0
"1910","journey",0,1,0,0,0
"1911","jove",0,1,0,0,0
"1912","joy",0,5,8,0,1
"1913","joyful",0,1,3,0,1
"1914","keeps",0,2,0,1,1
"1915","kill",0,2,6,0,2
"1916","kind",0,4,1,1,0
"1917","kindly",0,1,0,0,0
"1918","king",0,1,1,0,0
"1919","kings",0,1,0,0,0
"1920","kitchenwench",0,1,0,0,0
"1921","knave",0,3,0,1,0
"1922","knew",0,2,0,1,0
"1923","knife",0,1,1,2,0
"1924","ladder",0,1,0,0,0
"1925","ladylord",0,1,0,0,0
"1926","lame",0,1,0,0,0
"1927","lamentable",0,1,0,3,1
"1928","lamp",0,1,0,0,0
"1929","lane",0,1,0,0,0
"1930","large",0,1,0,0,0
"1931","laughs",0,1,0,0,0
"1932","laura",0,1,0,0,0
"1933","laurence",0,18,18,18,18
"1934","laurences",0,2,1,1,1
"1935","lazypacing",0,1,0,0,0
"1936","leans",0,1,0,0,0
"1937","leapd",0,1,0,0,0
"1938","leaps",0,1,0,0,0
"1939","leg",0,2,0,0,0
"1940","lent",0,3,1,0,0
"1941","lenten",0,1,0,0,0
"1942","letter",0,3,0,0,9
"1943","letterand",0,1,0,0,0
"1944","letting",0,1,0,0,0
"1945","lief",0,1,0,0,0
"1946","lightens",0,1,0,0,0
"1947","lightning",0,1,1,0,2
"1948","likeness",0,2,0,1,0
"1949","likewise",0,2,0,0,0
"1950","limbs",0,1,0,0,1
"1951","limits",0,1,0,0,0
"1952","lip",0,1,0,0,0
"1953","lisping",0,1,0,0,0
"1954","livery",0,1,1,0,0
"1955","loathsome",0,1,0,1,1
"1956","lodges",0,1,0,0,0
"1957","lolling",0,1,0,0,0
"1958","looks",0,3,0,0,4
"1959","lookst",0,1,1,0,0
"1960","louring",0,1,0,0,0
"1961","lovedevouring",0,1,0,0,0
"1962","lovesong",0,1,0,0,0
"1963","lovingjealous",0,1,0,0,0
"1964","lure",0,1,0,0,0
"1965","lustier",0,1,0,0,0
"1966","maiden",0,1,0,0,0
"1967","mans",0,3,1,0,1
"1968","mar",0,2,0,0,0
"1969","maria",0,1,0,0,0
"1970","matchd",0,1,1,0,0
"1971","matter",0,1,1,2,1
"1972","mayst",0,2,0,0,1
"1973","meanst",0,1,0,0,0
"1974","meant",0,1,1,0,0
"1975","meat",0,1,2,0,0
"1976","medicine",0,1,0,0,0
"1977","medlar",0,1,0,0,0
"1978","medlars",0,1,0,0,0
"1979","meet",0,4,3,1,0
"1980","merchandise",0,1,0,0,0
"1981","merchant",0,1,0,0,0
"1982","merrily",0,1,0,0,0
"1983","messages",0,1,0,0,0
"1984","messenger",0,1,0,0,1
"1985","met",0,2,0,2,0
"1986","mickle",0,1,0,0,0
"1987","minim",0,1,0,0,0
"1988","minute",0,2,1,0,1
"1989","misapplied",0,1,0,0,0
"1990","mistres",0,1,0,0,0
"1991","mocker",0,1,0,0,0
"1992","moderately",0,1,0,0,0
"1993","month",0,1,1,0,0
"1994","monthly",0,1,0,0,0
"1995","moon",0,4,0,0,0
"1996","morn",0,1,2,0,0
"1997","morrow",0,5,0,0,0
"1998","mortals",0,1,0,1,0
"1999","motion",0,1,1,0,0
"2000","moveth",0,1,0,0,0
"2001","murder",0,1,1,2,2
"2002","musics",0,1,0,0,0
"2003","narrow",0,1,0,0,0
"2004","natural",0,2,0,0,0
"2005","nature",0,2,1,1,0
"2006","natures",0,1,0,1,0
"2007","neighbour",0,1,0,0,0
"2008","nest",0,1,0,0,1
"2009","newbeloved",0,1,0,0,0
"2010","news",0,6,5,0,4
"2011","next",0,1,3,3,0
"2012","nickname",0,1,0,0,0
"2013","nimblepiniond",0,1,0,0,0
"2014","nobleman",0,1,0,0,0
"2015","noon",0,1,0,0,0
"2016","numbers",0,1,0,0,0
"2017","nurseo",0,1,0,0,0
"2018","occasion",0,1,2,0,0
"2019","occupy",0,1,0,0,0
"2020","oclock",0,1,0,1,0
"2021","oddly",0,1,0,0,0
"2022","oerperch",0,1,0,0,0
"2023","offer",0,1,1,0,0
"2024","offered",0,1,0,0,0
"2025","older",0,1,0,0,0
"2026","open",0,1,0,0,4
"2027","opposed",0,1,0,0,0
"2028","orb",0,1,0,0,0
"2029","orchard",0,5,2,0,0
"2030","ornament",0,1,1,0,0
"2031","osier",0,1,0,0,0
"2032","ours",0,1,1,0,0
"2033","over",0,1,1,0,0
"2034","overheardst",0,1,0,0,0
"2035","owes",0,1,0,0,0
"2036","pains",0,2,0,0,0
"2037","pale",0,4,4,0,3
"2038","paradise",0,1,1,0,0
"2039","pardon",0,3,4,2,1
"2040","parting",0,1,0,0,0
"2041","passado",0,1,1,0,0
"2042","passion",0,3,0,0,0
"2043","path",0,1,0,0,0
"2044","pear",0,1,0,0,0
"2045","penny",0,1,0,0,0
"2046","perchance",0,1,0,0,0
"2047","perdonamis",0,1,0,0,0
"2048","perfection",0,1,0,0,0
"2049","perform",0,1,0,0,0
"2050","peril",0,1,0,0,0
"2051","perjuries",0,1,0,0,0
"2052","perverse",0,1,0,0,0
"2053","peter",0,12,1,13,0
"2054","petrarch",0,1,0,0,0
"2055","physic",0,1,0,0,0
"2056","pie",0,1,0,0,0
"2057","pieces",0,1,0,0,0
"2058","pilot",0,1,0,0,1
"2059","pin",0,1,0,0,0
"2060","pink",0,2,0,0,0
"2061","plain",0,1,0,0,0
"2062","plainly",0,1,0,0,0
"2063","plant",0,1,0,0,0
"2064","plants",0,1,0,0,0
"2065","playing",0,1,0,0,0
"2066","plucks",0,1,0,0,0
"2067","poperin",0,1,0,0,0
"2068","poultice",0,1,0,0,0
"2069","powder",0,1,1,0,1
"2070","power",0,2,1,0,2
"2071","powerful",0,1,0,0,0
"2072","pox",0,1,0,0,0
"2073","prating",0,1,0,0,0
"2074","preciousjuiced",0,1,0,0,0
"2075","predominant",0,1,0,0,0
"2076","pricksong",0,1,0,0,0
"2077","prisoner",0,1,0,0,0
"2078","procure",0,1,0,0,0
"2079","promised",0,1,0,0,0
"2080","prompt",0,1,0,0,0
"2081","pronounce",0,3,0,0,0
"2082","properer",0,1,0,0,0
"2083","proportion",0,1,0,0,0
"2084","prorogued",0,1,0,0,0
"2085","protest",0,2,1,0,0
"2086","proves",0,1,0,0,0
"2087","pump",0,2,0,0,0
"2088","punto",0,1,0,0,0
"2089","pupil",0,1,0,0,0
"2090","purblind",0,1,0,0,0
"2091","pure",0,1,1,0,1
"2092","purpose",0,3,0,0,0
"2093","putting",0,1,0,0,0
"2094","qualities",0,1,0,0,0
"2095","quit",0,1,0,0,0
"2096","quivering",0,1,0,0,0
"2097","quivers",0,1,0,0,0
"2098","raise",0,2,0,0,2
"2099","ran",0,1,2,0,1
"2100","rancour",0,1,0,0,0
"2101","rash",0,1,0,0,0
"2102","receive",0,1,0,0,0
"2103","reels",0,1,0,0,0
"2104","reenter",0,2,2,1,2
"2105","refuse",0,1,0,0,0
"2106","region",0,1,0,0,0
"2107","reign",0,1,0,0,1
"2108","remain",0,1,0,0,1
"2109","remedies",0,1,0,0,0
"2110","remembering",0,1,0,0,0
"2111","repetition",0,1,0,0,0
"2112","repliest",0,1,0,0,0
"2113","repose",0,1,0,0,0
"2114","request",0,1,0,0,0
"2115","residence",0,1,0,0,0
"2116","rests",0,1,0,0,0
"2117","retain",0,1,0,0,0
"2118","retiring",0,1,0,0,0
"2119","return",0,2,1,1,1
"2120","reverso",0,1,0,0,0
"2121","revolts",0,1,0,0,0
"2122","riddling",0,2,0,0,0
"2123","rind",0,1,0,0,0
"2124","ring",0,1,2,0,2
"2125","ripening",0,1,0,0,0
"2126","rite",0,1,0,0,1
"2127","roe",0,1,0,0,0
"2128","ropery",0,1,0,0,0
"2129","rosalines",0,1,0,0,0
"2130","rose",0,1,0,0,0
"2131","rosemary",0,2,0,1,0
"2132","rote",0,1,0,0,0
"2133","runs",0,1,0,0,0
"2134","sails",0,1,0,0,0
"2135","sallow",0,1,0,0,0
"2136","salt",0,1,1,0,0
"2137","salutation",0,1,0,0,0
"2138","saluteth",0,1,0,0,0
"2139","satisfaction",0,1,0,0,0
"2140","satisfied",0,2,3,0,0
"2141","sauce",0,1,0,0,0
"2142","says",0,6,3,0,1
"2143","sayst",0,1,2,0,0
"2144","scarlet",0,2,0,0,0
"2145","scars",0,1,0,0,0
"2146","school",0,1,0,0,0
"2147","schoolboys",0,1,0,0,0
"2148","score",0,1,0,0,0
"2149","scurvy",0,2,0,0,0
"2150","season",0,1,0,0,0
"2151","self",0,1,0,1,0
"2152","send",0,5,4,2,2
"2153","sending",0,1,0,0,0
"2154","senses",0,1,0,0,0
"2155","sententious",0,1,0,0,0
"2156","shadows",0,1,0,0,1
"2157","shamest",0,1,1,0,0
"2158","sharp",0,1,0,0,1
"2159","ship",0,1,0,0,0
"2160","shirt",0,1,0,0,0
"2161","shore",0,1,0,0,0
"2162","shot",0,2,1,0,0
"2163","shrived",0,1,0,0,0
"2164","sideo",0,1,0,0,0
"2165","sigh",0,1,0,0,0
"2166","silk",0,2,0,0,0
"2167","silver",0,1,0,8,0
"2168","silversweet",0,1,0,0,0
"2169","simple",0,1,2,0,0
"2170","sing",0,2,0,0,0
"2171","singing",0,1,0,0,0
"2172","single",0,1,0,0,0
"2173","singleness",0,1,0,0,0
"2174","singlesoled",0,1,0,0,0
"2175","sings",0,1,2,0,0
"2176","singular",0,2,0,0,0
"2177","skainsmates",0,1,0,0,0
"2178","skill",0,1,0,0,0
"2179","slays",0,1,0,0,0
"2180","slip",0,1,0,0,0
"2181","slop",0,1,0,0,0
"2182","slow",0,3,0,1,0
"2183","smell",0,1,0,0,0
"2184","smelt",0,1,0,0,0
"2185","smile",0,1,0,1,0
"2186","smiles",0,1,0,1,0
"2187","smock",0,1,0,0,0
"2188","sociable",0,1,0,0,0
"2189","softest",0,1,0,0,0
"2190","sole",0,2,1,0,0
"2191","solely",0,1,0,0,0
"2192","something",0,1,1,0,2
"2193","sometimes",0,2,0,0,0
"2194","sorrow",0,3,3,1,1
"2195","sorry",0,1,0,0,0
"2196","sound",0,2,2,9,0
"2197","sour",0,1,2,0,1
"2198","speaks",0,3,3,0,0
"2199","special",0,1,0,0,0
"2200","spell",0,1,0,0,0
"2201","spent",0,2,1,0,0
"2202","spheres",0,1,0,0,0
"2203","spirit",0,1,2,0,1
"2204","spurs",0,2,0,0,0
"2205","stabbed",0,1,0,0,0
"2206","stain",0,1,0,0,0
"2207","stair",0,1,0,0,0
"2208","stale",0,1,0,0,0
"2209","steads",0,1,0,0,0
"2210","steal",0,1,1,0,0
"2211","stirreth",0,1,0,0,0
"2212","stoln",0,1,0,0,1
"2213","stones",0,1,0,0,1
"2214","stony",0,1,0,0,1
"2215","stop",0,3,0,1,1
"2216","strain",0,1,0,0,0
"2217","straind",0,1,0,0,0
"2218","strange",0,4,1,0,1
"2219","streaks",0,1,1,0,0
"2220","stream",0,1,0,0,0
"2221","stretch",0,1,0,0,0
"2222","stretches",0,1,0,0,0
"2223","stumble",0,1,0,0,0
"2224","stumblest",0,1,0,0,0
"2225","stumbling",0,1,0,0,0
"2226","substantial",0,1,0,0,0
"2227","sucking",0,1,0,0,0
"2228","sudden",0,3,3,1,0
"2229","suffer",0,1,0,0,0
"2230","sum",0,2,0,0,0
"2231","suns",0,1,0,0,0
"2232","sure",0,2,0,2,0
"2233","swearst",0,1,0,0,0
"2234","sweeten",0,1,0,0,0
"2235","sweeter",0,1,0,0,0
"2236","sweetest",0,2,0,1,0
"2237","sweeting",0,1,0,0,0
"2238","swift",0,2,0,0,1
"2239","switch",0,2,0,0,0
"2240","tackled",0,1,0,0,0
"2241","talked",0,1,0,0,0
"2242","tall",0,1,0,0,0
"2243","tardy",0,1,0,0,0
"2244","tasselgentle",0,1,0,0,0
"2245","tasted",0,1,0,0,0
"2246","tear",0,3,1,0,1
"2247","tempering",0,1,0,0,0
"2248","ten",0,1,1,0,0
"2249","thanks",0,1,2,0,0
"2250","theno",0,1,0,0,0
"2251","theres",0,2,1,1,1
"2252","theyll",0,1,0,0,0
"2253","thigh",0,1,0,0,0
"2254","thingo",0,1,0,0,0
"2255","thinkst",0,1,1,0,0
"2256","third",0,1,0,1,1
"2257","thisbe",0,1,0,0,0
"2258","thoughts",0,1,0,0,2
"2259","thread",0,1,0,0,0
"2260","thrive",0,1,0,0,0
"2261","throughout",0,1,0,0,0
"2262","thrown",0,1,0,0,0
"2263","thyself",0,2,3,1,1
"2264","tips",0,1,0,0,0
"2265","titans",0,1,0,0,0
"2266","title",0,1,0,0,0
"2267","toad",0,2,1,0,0
"2268","told",0,1,0,1,1
"2269","tomb",0,1,1,1,8
"2270","tomorrow",0,3,3,9,0
"2271","tongue",0,3,6,1,0
"2272","tongues",0,2,0,0,0
"2273","topgallant",0,1,0,0,0
"2274","tops",0,1,1,0,0
"2275","torments",0,1,0,0,0
"2276","toward",0,2,0,0,1
"2277","tree",0,1,0,0,0
"2278","trees",0,1,0,0,0
"2279","trim",0,1,0,1,0
"2280","triumph",0,1,1,0,0
"2281","troth",0,1,0,1,0
"2282","trucklebed",0,1,0,0,0
"2283","truly",0,3,0,0,0
"2284","trust",0,1,3,0,1
"2285","trusty",0,1,0,0,0
"2286","tuners",0,1,0,0,0
"2287","turns",0,1,2,0,0
"2288","twinkle",0,1,0,0,0
"2289","twisted",0,1,0,0,0
"2290","twould",0,1,0,0,0
"2291","unadvised",0,1,0,0,0
"2292","unbruised",0,1,0,0,0
"2293","unfold",0,1,0,0,0
"2294","unsatisfied",0,1,0,0,0
"2295","unstuffd",0,1,0,0,0
"2296","unwieldy",0,1,0,0,0
"2297","upfill",0,1,0,0,0
"2298","uproused",0,1,0,0,0
"2299","utterance",0,1,0,0,0
"2300","variable",0,1,0,0,0
"2301","vast",0,1,0,0,0
"2302","venus",0,1,0,1,0
"2303","versal",0,1,0,0,0
"2304","vestal",0,1,1,0,0
"2305","vexed",0,1,0,0,0
"2306","vice",0,2,0,0,0
"2307","violent",0,2,0,0,0
"2308","virtue",0,1,0,0,0
"2309","virtues",0,1,0,0,0
"2310","virtuouswhere",0,1,0,0,0
"2311","vows",0,1,0,0,0
"2312","walls",0,2,1,0,0
"2313","want",0,1,1,0,0
"2314","wanting",0,1,0,0,1
"2315","wanton",0,2,0,0,0
"2316","warm",0,1,0,0,3
"2317","washd",0,3,0,0,0
"2318","water",0,1,0,0,1
"2319","waverer",0,1,0,0,0
"2320","ways",0,1,0,1,0
"2321","wear",0,2,2,0,0
"2322","wearing",0,1,1,0,0
"2323","weeds",0,1,0,0,1
"2324","wench",0,2,1,0,0
"2325","wenchs",0,1,0,0,0
"2326","wheels",0,1,0,0,0
"2327","white",0,1,1,0,0
"2328","whiteupturned",0,1,0,0,0
"2329","whole",0,2,0,1,0
"2330","whore",0,1,0,0,0
"2331","wide",0,1,2,0,0
"2332","wildgoose",0,2,0,0,0
"2333","windswift",0,1,0,0,0
"2334","winged",0,1,0,0,0
"2335","woes",0,2,3,0,3
"2336","womb",0,2,0,0,2
"2337","won",0,1,0,0,0
"2338","wondering",0,1,0,0,0
"2339","words",0,5,2,0,1
"2340","work",0,1,1,1,1
"2341","worse",0,2,0,0,1
"2342","worser",0,1,1,0,0
"2343","worst",0,1,0,0,0
"2344","worth",0,1,0,0,0
"2345","wouldst",0,2,2,0,0
"2346","wound",0,1,1,1,0
"2347","wounded",0,2,0,0,0
"2348","write",0,1,0,0,1
"2349","yielding",0,1,0,0,0
"2350","youngest",0,1,0,0,0
"2351","youthful",0,1,1,1,0
"2352","abed",0,0,1,0,0
"2353","abhors",0,0,1,0,0
"2354","ableeding",0,0,1,0,0
"2355","aboundst",0,0,1,0,0
"2356","absolved",0,0,1,0,0
"2357","abuses",0,0,1,0,0
"2358","acknowledge",0,0,1,0,0
"2359","acquaint",0,0,1,0,0
"2360","acquaintance",0,0,1,0,0
"2361","acted",0,0,1,0,0
"2362","acts",0,0,1,0,0
"2363","addle",0,0,1,0,0
"2364","adoa",0,0,1,0,0
"2365","adversitys",0,0,1,0,0
"2366","advise",0,0,1,0,0
"2367","affliction",0,0,1,0,0
"2368","afford",0,0,2,1,0
"2369","affray",0,0,1,0,0
"2370","afire",0,0,1,0,0
"2371","agile",0,0,1,0,0
"2372","agrees",0,0,1,0,0
"2373","alive",0,0,2,0,0
"2374","alla",0,0,1,0,0
"2375","ally",0,0,1,0,0
"2376","amazed",0,0,2,0,0
"2377","amerce",0,0,1,0,0
"2378","amorous",0,0,1,0,1
"2379","anatomy",0,0,1,0,0
"2380","angelical",0,0,1,0,0
"2381","appertaining",0,0,1,0,0
"2382","apt",0,0,3,0,0
"2383","aqua",0,0,1,1,0
"2384","arithmetic",0,0,1,0,0
"2385","armour",0,0,1,0,0
"2386","arms",0,0,1,0,1
"2387","array",0,0,1,1,0
"2388","ascend",0,0,1,0,0
"2389","ashamed",0,0,1,0,0
"2390","ashes",0,0,1,1,0
"2391","aspired",0,0,1,0,0
"2392","asunder",0,0,1,0,0
"2393","attended",0,0,1,0,0
"2394","axe",0,0,1,0,0
"2395","baggage",0,0,2,0,0
"2396","bandying",0,0,1,0,0
"2397","banishd",0,0,3,0,2
"2398","banished",0,0,15,0,0
"2399","banishment",0,0,7,0,0
"2400","bankrupt",0,0,1,0,0
"2401","bare",0,0,1,0,2
"2402","bark",0,0,2,0,1
"2403","bating",0,0,1,0,0
"2404","beard",0,0,1,0,0
"2405","beast",0,0,3,0,0
"2406","beaten",0,0,1,0,0
"2407","beautiful",0,0,1,0,0
"2408","becomes",0,0,1,0,0
"2409","bedaubd",0,0,1,0,0
"2410","bedeck",0,0,1,0,0
"2411","beg",0,0,3,1,0
"2412","beginners",0,0,1,0,0
"2413","beguiled",0,0,1,1,0
"2414","behalf",0,0,1,0,0
"2415","belong",0,0,1,0,0
"2416","below",0,0,1,0,0
"2417","bethink",0,0,2,0,0
"2418","bier",0,0,1,1,0
"2419","blackbrowd",0,0,1,0,0
"2420","blame",0,0,1,0,0
"2421","blaze",0,0,1,0,0
"2422","blessing",0,0,1,0,0
"2423","blessings",0,0,1,0,0
"2424","blest",0,0,2,0,0
"2425","blisterd",0,0,1,0,0
"2426","blubbering",0,0,2,0,0
"2427","bodys",0,0,2,0,0
"2428","bore",0,0,1,0,1
"2429","born",0,0,2,1,0
"2430","bottom",0,0,2,0,0
"2431","bought",0,0,1,0,0
"2432","bowd",0,0,1,0,0
"2433","bower",0,0,1,0,0
"2434","bowl",0,0,1,0,0
"2435","braggart",0,0,1,0,0
"2436","brave",0,0,2,0,0
"2437","brawl",0,0,2,0,0
"2438","bread",0,0,1,0,0
"2439","bridal",0,0,1,1,1
"2440","bridegroom",0,0,1,2,1
"2441","brings",0,0,1,0,1
"2442","brothers",0,0,2,0,0
"2443","budge",0,0,1,0,0
"2444","buy",0,0,1,0,2
"2445","calamity",0,0,1,0,0
"2446","calling",0,0,1,0,0
"2447","calm",0,0,3,0,0
"2448","cancelld",0,0,1,0,0
"2449","candles",0,0,1,0,0
"2450","capuletwhich",0,0,1,0,0
